ClavedeFonograma,Titulo,Subtítulo,Intérprete principal,Intérpretes Invitados,Intérprete articipante,Soporte físico,Editora,Número de catálogo,Ciudad de Edición,País de Edición,Año,Pistas,Observaciones
1191,20 Navidéxitos 20,,"Grupo Ábaco, Byanka y Maleza, Juanito Farías, Ivette y Monique, Sara Eugenia, Lolita Cortés, Chuchito, Lucerito, Katy, Lorenzo Antonio y su grupo, Las vicuñitas, Ginny",,,LP,MUSART,ED-1836,,México,1982,"Lado A: 1. Cantos de posadas (D. P.), 2. Sueño de invierno (J. C. Abara - M. Heredia), 3. Noche de paz (D. P.), 4. Paseo en trineo (M. Parish - J. Anderson), 5. Papacito Santa Claus (I. Copani - P. Krichmar), 6. Blanca Navidad (D. P.), 7. Querido Santa (O. Alfaro), 8. Navidad en casa (S. Andrade), 9. Te regalo una sonrisa (A. Pastor), 10. Jingle Bells (D. P.); Lado B: 1. Felicia (L. Antonio), 2. Llegó Navidad (J. C. Abara), 3. Canción de los abuelos (A. Pastor), 4. Los Reyes Magos (Capuano - Stott - Glosafatte), 5. Rodolfo el reno (D. P.), 6. La cena (S. Andrade), 7. Navidad sin abuelito (F. Curiel - R. Curiel), 8. El niño del tambor (Davis - Onorati - Simeone), 9. La noche de Belén (A. E. Reyes - Ma. E. de Esesarte - M. Gómez), 10. Cada día es navidad (I. Copani - P. Krichman)","Lado A: 1, 4, 5, 6, 7, 8 y 10, arreglos: Sergio Andrade. 2 y 3, arreglos: Chucho Ferrer. 9, arreglo: Gustavo Santiago. Lado B: 1, 4, 6, 8 y 9, arreglos: Sergio Andrade. 2, 3 y 7, arreglos: Chucho Ferrer. 5, arreglo: Gustavo Santiago. 10, arreglo: Julio Jaramillo."
1192,Posada Tradicional,,"Coro Infantil Estrella dirigido por Aristeo Hernández Labastida (párroco del Sagrado Corazón, Colonia Estrella)",,Francisco Silva (or),LP,AUDIOMEX,ALD-2050,,México,s/d,"Lado A: 1. Divino Manuel (Félix EE. CC.), 2. Oh, Mesías prometido (Popular español), 3. Lloved al justo (A. Hernández L.), 4. Ven niño del cielo (Sierra C. F. M.), 5. Santa María (Popular mexicano); Lado B: 1. Kirie Eleison, Santa María, Speculum Justitias, Regina Angelorum (Canto gregoriano), 2. En nombre del cielo (pedir posada) (Popular mexicano), 3. Aquí no es mesón (dar posada) (Popular mexicano), 4. Entren santos peregrinos (Popular mexicano), 5. La jornada (Popular mexicano), 6. Humildes peregrinos (Popular Mexicano), 7. Oh, peregrina agraciada (Popular mexicano), 8. Echen confites (Popular mexicano)",
1193,Infantilísimo,Los mejores temas infantiles,Artistas varios,,,LP,Discos Hit,DGH-832,,México,s/d,"Lado A: 1. La canción de Parchis (P. Moraleda), 2. Fuego (L. El Colon), 3. Pinocho (J. Camilloni / R. Farías C.), 4. Heidi (E. Kashira / T. Watanabe), 5. En la armada (J. Morali / H. Belolo / V. Willis / R. Amart); Lado B: 6. El burrito de Belem (H. Blanco), 7. Burbujas (S. Roche / J. García E.), 8. Hola amigos (R. Pérez B.), 9. Polito, Polito (J. C. Abara), 10. Querido profesor (C. Moncada / O. Rubio / F. Lapardi)",
1194,Infantilísimo Vol. III,Ring Ring,Artistas varios,,,LP,Producciones GR-31 Discos Continental,GR-357,,México,1982,"Lado 1: 1. Ring ring (P. Kartner / M. de la Calva / R. Arcusa), 2. La risa de las vocales (T. Páiz / G. A. Santiago), 3. Yo te amaré (G. Salerni / P. Hurtt / D. Hernández / H. Cabrera), 4. Tohui Panda (L. Gómez Ll.), 5. Ven a mi fiesta (R. Ventura / J. Oristrelli); Lado 2: 1. 1+1=2 Enamorados (R. Amado / J. Santos), 2. Timbiriche (P. Damián / M. Méndez G.), 3. Mentira (J. Gabriel), 4. Súbete a mi moto (E. Díaz / Carlos V.), 5. Somos amigos (E. Vonn / M. Méndez)",
1195,Infantilísimo Vol. II,Los mejores éxitos infantiles,Artistas varios,,,LP,Producciones GR-31 Discos Continental,LP-351,,México,1980,"Lado 1: 1. El baile de los pajaritos (T. Rendall / W. Tomas / C. Cuevas), 2. Ella A-A (J. Seijas / Herrero / L. G. Escolar), 3. La plaga (Blackwell /Marascalgo / Martínez), 4. Pecos Bill (Lance / Elliot / Daniel / E. Santos), 5. Un día con mamá (M. Morales); Lado 2: 1. El pequeño panda de Chapultepec (L. Gómez Ll.), 2. Si los niños gobernaran el mundo (K. Alberto L. / Serqueti / H. Anton), 3. Mimoso Ratón (S. Roche / J. García E.), 4. Tomás (Loudermilk / Valdez), 5. El Chapulín Colorado (R. Gómez B.)",
1196,Cuando cantan los niños Vol. 1,Catapun...Chin Chin!,Orquesta y coro de niños dirigido por Larry Godoy,,,LP,TECA Records,LPT-2006,,México,s/d,"Lado A: 1. Saludo, 2. El arbolito, 3. Catapún chin chin, 4. El lobo, 5. La cojita, 6. Amapolas y patitos, 7. El caballito Hop, 8. El sapito Glo Glo, 9. Las tres carabelas; Lado B: 1. El polichinela, 2. Arrepote, arrepote), 3. El cantarillo, 4. La señorita María, 5. La espigadora, 6. El ruiseñor (Lecuona - Grever), 7. La luciérnaga (P. Linckey / Grever), 8. Despedida","Discos Continental, S. A. Contiene hoja con letras de todas las canciones."
1197,Pampa Pipiltzin,Algo para los niños,"Pampa Pipiltzin (cr), Ma. Antonieta de las Nieves, Julio Lucena, Felipe Gil",,,LP,RCA Víctor,MKS-1994,,México,1974,"Lado 1: 1. Pampa Pipiltzin (F. Gil - C. Millán - J. I. Millán), 2. Concursos (F. Gil - C. Millán - J. I. Millán), 3. El amor se va (F. Gil - C. Millán - J. I. Millán), 4. Karate (F. Gil - C. Millán - J. I. Millán), 5. Pampa (F. Gil - C. Millán - J. I. Millán), 6. Trecemil trecedulces (F. Gil - C. Millán - J. I. Millán), 7. Saltarín (J. Salazar), 8. El arlequín (F. Gil - C. Millán - J. I. Millán); Lado 2: 1. Vive (F. Gil - C. Millán - J. I. Millán), 2. Pipil (F. Gil - C. Millán - J. I. Millán), 3. Rolling gags (F. Gil - C. Millán - J. I. Millán), 4. No estás solo (F. Gil - C. Millán - J. I. Millán), 5. Soy Tzin (F. Gil - C. Millán - J. I. Millán), 6. Saber vivir (F. Gil - C. Millán - J. I. Millán), 7. Pampa Pipiltzin (instrumental) (F. Gil - C. Millán - J. I. Millán)",En contraportada aparece el logo de Canal 13 Televisión. Música original del programa Pampa Pipiltzin.
1198,Cantan los pollitos,,s/d,,,LP,Guitarra Discos,DG-85,,México,1990,"Lado 1: 1. Cantan los pollitos (M. Vila), 2. El coche del gallo (M. Vila), 3. La hormiguita hippie (P. Barros - M. Vila), 4. Este es mi regalo para mamá (J. Tavera - M. Vila), 5. Aprendamos a tocar (J. Tavera - M. Vila); Lado 2: 1. Noche de paz y villancico (Tradicional), 2. En la chacra de mi tío (P. Barros), 3. Una princesita llamada Mi Bombón (P. Barros - M. Vila), 4. Ombley (M. Vila), 5. El día de mamá gallina (M. Vila)","Multimusic, S. A. de C. V. Tiene el mismo contenido que el fonograma 1271."
1200,Este es el juego de Juan Pirulero,,Compañía infantil de Televicentro de Armando Torres,,,LP,RCA,MKL/S-1579,,México,1964,"Lado 1: 1. Los maderos de San Juan, 2. Al ánimo, 3. La pastora, 4. El milano, 5. ¿A dónde vas Alfonso XII?, 6. Juan Pirulero; Lado 2: 1. El barco chiquito, 2. Juego de vocales, 3. En el agua clara, 4. El señor don gato, 5. Los pollitos, 6. De la una a las dos","Arreglos, dirección y orquesta: Juan S. Garrido."
1201,Juan Pestañas,"Lo mejor de Parchis, Menudo, María de Jesús y otros",Juan Pestañas,,,LP,ACCIÓN,ACP-1041,,México,1963,"Lado A: 1. El pequeño panda de Chapultepec (L. Gómez Ll.), 2. Baile de los pajaritos (T. Rendall - W. Tomas - C. Cuevas), 3. Cállate la boca (S. Dolce - V. Albery), 4. Hola amigos (R. Pérez B.), 5. Fin de cursos (C. Moncada); Lado B: 1. Fuego (Leyda E. Colon), 2. Ella (J. Seisa - H. Herrero - L. J. Escolar), 3. Twist del colegio (J. Pardo), 4. Amigo Félix (F. D. Diego - A Draujo), 5. Abuelito (H. Herrero - L. J. Escolar)",
1202,Musipistas infantiles,Vol. I,,,,LP,Helix,HXLP-15013,,México,1981,"Lado A: 1. Matarilerileron (cantado), 2. Matarilerileron (pista), 3. Juan Pirulero (cantado), 4. Juan Pirulero (pista), 5. Doña Blanca (cantado), 6. Doña Blanca (pista); Lado B: 1. Naranja dulce (cantado), 2. Naranja dulce (pista), 3. La niña María (cantado), 4. La niña María (pista), 5. Mandan dirum dirum dan (cantado), 6. Mandan dirum dirum dan (pista)","Arreglos, adaptación, dirección y realización: Lázaro Muñiz. En la contratapa figuran las letras de las canciones."
1203,El mago de los sueños,La familia Telerín de Vamos a la cama,"Coro Infantil, Andy Russell, Juan Carlos Mareco ""Pinocho"", Chicho Gordillo, Rafael Turia, Ennio Sangiusto, J. L. Barcelona y los 3 sudamericanos, Tere María con los 4 de la Torre",,,LP,TIZOC,TTVM 2075,,México,1970,"Lado 1: 1. Vamos a la cama (Areta - Barata - Moro - Rebollo), 2. Soñarás (Macian - Solá), 3. Soy el mago de los sueños (Macian - Solá), 4. El twist de Cuquin (Macian - Solá), 5. Cuento de la Caperucita (Macian - Solá), 6. Colitas y el circo (Macian - Solá); Lado 2: 1. Tete Hood (Macian - Solá), 2. Pelusín y la moneda (Macian - Solá), 3. El guau de Maripi (Macian - Solá), 4. Cleo y el marcianito (Macian - Solá), 5. Vamos a la cama (Areta - Barata - Moro - Rebollo)",
1204,Burbujas,,"Aurora Alvarado, Rodrigo de la Mora, Cristina Camargo, Marina Isolda, Ramón López Carrasco, Arturo Laphan, Hermanos Zavala García Castil (coros)",,,LP,MELODY,MITV-109,,México,1987,"Lado A: 1. Burbujas (S. Roche - J. García E.), 2. Patas Verdes (S. Roche - J. García E.), 3. Mimoso Ratón (S. Roche - J. García E.), 4. Mafafa Musguito (S. Roche - V. Rincón), 5. Pistachón zigzag (S. Roche - J. García E.), 6. El Ecoloco (S. Roche - J. García E.); Lado B: 1. Odisea Burbujas (J. Castil), 2. Popotito 22 (S. Roche - J. García E.), 3. La marcha de las vitaminas (S. Roche-J. García E.), 4. Mugre, basura y smog (S. Roche - J. García E.), 5. El juego de los nombres (D. A. R.), 6. Somos diferentes pero amigos de verdad (S. Roche - J. García E.)",Arreglos musicales: Juan García Esquivel (Musicastil).
1205,Canta y baila con Mimoso ratón,,Cristina Camargo,,,LP,CBS - Discos América,TCDC-618,,México,1982,"Lado 1: 1. Cuando yo sea grande (J. Castil), 2. ¡Ay qué difícil! (S. Roche - N. Méndez), 3. Eso me pregunto yo (S. Roche - N. Méndez), 4. En el cielo azul (H. Habermann - S. Roche), 5. Menos mal que hay mamás (S. Roche - N. Méndez); Lado 2: 1. El rock del chucu chucu (S. Roche - N. Méndez), 2. La raspa (D. P.), 3. A todo dar (N. Méndez), 4. Las clases de cha cha cha (R. Márquez), 5. El baile del canguro (N. Méndez)","Contiene una funda con las letras de todas las canciones. En marbete: ""Productos especiales CBS""."
1206,15 Juguepistas 15,Aprende a cantar con la música original de Juguemos a cantar,"Lorenzo Antonio, Grupo Ábaco, Juanito Farías, Katy, etc.",,,LP,MUSART,ED 1832,,México,1982,"Lado A: 1. Tema ""Juguemos a cantar"" (S. Andrade), 2. El combate (Ma. E. de Esesarte), 3. Don Quijote y Sancho Panza (M. Heredia), 4. Rock and Roll (F. Curiel), 5. Fiesta en mi pueblo (S. Andrade), 6. La risa de las vocales (T. Paiz), 7. Como gaviota (R. Sánchez A.), 8. Pepito (J. López L.); Lado B: 1. Vamos a jugar (L. Antonio), 2. Igual que el universo (R. Sánchez A.), 3. Si yo fuera presidente (P. Krishmar - I. Copani), 4. Caballo de palo (O. Alfaro), 5. Vamos a mi fiesta (J. A. Garay), 6. Circo (A. Sánchez), 7. La ordeña (B. Herrera - A. Santiago), 8. Tema ""Juguemos a cantar"" (S. Andrade)","""Lorenzo Antonio, Grupo Ábaco, Juanito Farías, Katy, etc."": así aparecen en portada. Lado A: 1 y 5, arreglos: Sergio Andrade; 2 y 4, arreglos: Julio Jaramillo; 3, arreglo: Jorge Neri; 6, arreglo: Gustavo A. Santiago; 7 y 8, arreglos: Chucho Ferrer. Lado B: 1, 2 y 3, arreglos: Julio Jaramillo. 3, arreglo: Jorge Neri; 4, arreglo: Chucho Ferrer; 6, arreglo: Lázaro Muñoz; 7, arreglo: Gustavo Santiago; 8, arreglo: Sergio Andrade."
1207,Canciones infantiles,,Chav´s y sus coros,,,LP,Kokin,KO-512,,México,s/d,"Lado A: 1. Mambrú (D. P.), 2. En el agua clara (D. P.), 3. Las vocales (D. P.), 4. Los diez perritos (D. P.), 5. Los pollitos (D. P.); Lado B: 1. Duérmete mi niño (D. P.), 2. Cuánto me das marinero (D. P.), 3. Los elefantes (D. P.), 4. La rana (D. P.), 5. La pájara pinta (D. P.)",
1208,Juegos infantiles,,Evangelina Elizondo y su conjunto,,,LP,CORITO Infantil,CI-102,,México,s/d,"Lado A: 1. El músico (D. P.), 2. La pelota (D. P.), 3. Los dedos (D. P.), 4. Patito, patito (D. P.), 5. Adivinanzas (D. P.), 6. Cantando cantamos (D. P.), 7. Aserrín, aserrán (D. P.); Lado B: 1. Acitrón (D. P.), 2. Así palmadas damos (D. P.), 3. La máquina (D. P.), 4. A la rueda jugaremos (D. P.), 5. Las horas (D. P.), 6. Mambrú se fue a la guerra (D. P.), 7. Juan Pirulero (D. P.)",
1209,Los 15 triunfadores del Segundo festival infantil,,"Meteoro, Fresa, Chikis, Marychelo, Mia y Matías, Juan Ramón, Eduardo Capetillo, Colibrí, Confeti, Erick, Sara Eugenia, Chuchito, Priscila, Ity",,,LP,MUSART,EDTV 002,,México,1983,"Lado A: 1. ¿Dónde están los niños? (J. C. Abara / F. Curiel), 2. Amor espacial (M. A. Sánchez / S. Frid), 3. Con mi guitarra (R. Defosse / F. Curiel), 4. Tobilleras para calentar (S. Yturria), 5. El baile de la gallina (L. Antonio), 6. Soy dinamita (Villaseñor / G. Puente / Tapia), 7. La amistad es un país color caramelo (H. Lanzi / A. Pastor), 8. Los payasos (Ma. E. de Esesarte); Lado B: 1. Cantando y bailando (J. Walls), 2. Ma ma ma (C. Vargas), 3. Ha salido el sol (J. Santos), 4. Mágico (I. Copani / F. Curiel), 5. Mi grupo toca rock (J. Santos), 6. ¿Por qué? (I. Copani), 7. Jaque Mate (B. Herrera / C. Vargas), 8. Mi burrito querendón (T. Paiz)",En contraportada aparecen los créditos de todas las canciones.
1210,II Festival ídolos del futuro,Así cantaré!,"Juan Carlos, Las Pillamitas, Luisa Fernanda, Raúl Reza",,,LP,Bourbon,s/d,,México,1986,"Lado A: 1. El tigre (Jones / Márquez), 2. México lindo y querido (Ch. Monje), 3. Cielito lindo (Q. Mendoza), 4. Osito panda (L. Gómez Ll.), 5. Ojos españoles (D. A. D.), 6. Popotitos (D. A. D.), 7. El rey (J. A. Jiménez), 8. Tiempos mejores (S. Andrade), 9. Chiquitita (D. A. D.); Lado B: 1. El tigre (Jones / Márquez), 2. México lindo y querido (Ch. Monje), 3. Cielito lindo (Q. Mendoza), 4. Osito panda (L. Gómez Ll.), 5. Ojos españoles (D. A. D.), 6. Popotitos (D. A. D.), 7. El rey (J. A. Jiménez), 8. Tiempos mejores (S. Andrade), 9. Chiquitita (D. A. D.)","En portada aparece: Lápiz adhesivo Resistol invita. Además se indica: ""Disco pistas para que ensayes"" que corresponde al lado B."
1211,Primer festival Juguemos a cantar,"15 éxitos infantiles. 10 finalistas, tema e invitados","Lucerito, Grupo Ábaco, Lolita Cortés, Ivette y Monique, Las vicuñitas, Katy, Sandra López, Grupo Plum-Kiss, Lorenzo Antonio y su grupo Vamos a jugar, Byanka y Maleza, Sara Eugenia, Juanito Farías, Grupo Aventura, Grupo Tuti-Fruti y Jorge Cordero",,,,Musart,ED 1823,,México,1982,"Lado A: 1. Tema Juguemos a cantar (S. Andrade), 2. El combate (M. E. de Esesarte), 3. Don Quijote  Sancho Panza (M. Heredia), 4. Rock and Roll (F. Curiel), 5. Fiesta en mi pueblo (S. Andrade), 6. La risa de las vocales (T. Paiz), 7. Como gaviota (R. Sánchez), 8. Pepito (J. López L.); Lado B: 1. Vamos a jugar (L. Antonio), 2. Igual que el universo (R. Sánchez), 3. Si yo fuera presidente (P. Krishmar e I. Copani), 4. Caballo de palo (O. Alfano), 5. Vamos a mi fiesta (J. A. Garay), 6. Circo (A. Sánchez), 7. La ordeña (B. Herrera)",Otros créditos en contraportada.
1212,Súper 6 La banda Timbiriche y Los grillos,,"Timbiriche, Los grillos",,,LP,MELODY,SU/008,,México,1984,"Lado A: 1. Timbiriche (P. Damián / M. Méndez G.), 2. Twist y twist (E. Feliciati / A. Kursell / F. Foschini), 3. La banda Timbiriche (E. Feliciati / F. Foschini / Ceroni / Bosé); Lado B: 1. El gato rocanrolero (M. Méndez G.), 2. Ale ole (E. Feliciati / A. Kursell / F. Foschini), 3. Micky (Mickey) (N. Chinn / M. Chapman / R. Valdéz)",
1213,Vamos a cantar Vol.II,"16 éxitos infantiles. 10 súper estrellas, tema e invitados","Kristian, Chuchito, Los amigos de Kitty, Lupita D´Alessio, Karlamaría, Los Amigos de Cornelio, La pandilla Rosa, Sandra y Mónica, Colorín Colorado, La Alegre Pandilla, Pulgas, Cepillín, Capulina, Chabelo",,,LP,ORFEÓN,LP-20-TV-002,,México,1982,"Lado A: 1. Gallito feliz (D. Vite), 2. Son cinco las vocales (A. Correa), 3. La fiesta de Kitty (Sue - Javier), 4. Mundo de juguete (A. Manzanero - B. Silvetti), 5. Adiós René (F. Canavati), 6. Reino Aventura (J. Serna - R. Corona), 7. Soy una pantera rosa (P. Ortega - L. Fransen), 8. Mi orquesta (Nazareno); Lado B: 1. El pequeño panda de Chapultepec (L. Gómez Ll.), 2. 1+1=2 Enamorados (R. Amado - J. Santos), 3. Será porque te amo (D. Pace - E. Ghinazzi - D. Farina - L. G. Escolar), 4. Mis patines (R. Acosta C.), 5. El baile de los pajaritos (W. Thomas - T. Randall), 6. Vamos a cantar (M. Eduardo), 7. El pájaro loco (G. Tibblis - R. Idriss), 8. Quiero un teléfono (Davie - Biye - O. Pino)",Incluye un cuadernillo con las letras de las canciones. Otros créditos en la contraportada.
1214,"América, esta es tu canción",Los 15 triunfadores,"Lucerito, Donizeti, Paula Bascuñan y Magdalena Contreras, Rafaela Barona Morey, José Heriberto García, Yanette Moyel, Vanessa Spatz, ""Pistacho"", Lucía Níñez y Juan Carlos Sierra, Ivette y Monique, Rosa Ma. E Ismael Gallardo, Hugo Fabián Gómez, Roxanita Va",,,LP,MELODY,MITV-006,,México,1982,"Lado A: 1. América, esta es tu canción (S. Andrade), 2. Canarinho dobrador (M. Nunes - A. C. Faustino), 3. En una nube (Grupo Mazapán), 4. La gata coqueta (D. Icaza de H.), 5. La pulga (J. Rivera), 6. Queremos crecer y vivir (L. Piferrer), 7. La gallina Tu-Tu (V. Nicol de P. - V. Spatz), 8. Quisiera ser (T. Sierra); Lado B: 1. A manejar (F. Curiel - R. Curiel), 2. Mi casita interiorana (E. Quintero), 3. El abuelito (O. N. Cabrera), 4. Adónde van los niños (A. P. Campos), 5. Puerto Rico (E. Labdy), 6. En mi mundo de juguete (J. Núñez del R.), 7. Vuelve papá (J. M. Ocampo), 8. La patineta y papá (O. Serfati), 9. Popurrí mexicano (Guízar - D. P. - J. A. Jiménez)",
1215,Tercer festival Juguemos a cantar,"15 Éxitos infantiles. 10 Finalistas, tema e invitados","Ivette y Monique, Oro Sólido, Jannette, Flavio, Grupo Globo, Trinitón, Rosangel, Grupo Universo, Ernesto, Grupo Tinnes, Juan Luis, Heidi, Tropichavos, Thalía, Grupo Rockola, Ariatna",,,LP,MUSART,ED 1853,,México,1982,"Lado A: 1. Tema (S. Andrade), 2. La computadora (J. C. Castro), 3. Ríe (R. M. Martín del C.), 4. Cuando sea grande (P. A. Cárdenas), 5. Los globos (A. E. Reyes), 6. Perico (R. Defosse - C. Chávez), 7. Tú con ganas, yo con fe (T. Martínez - F. Armida), 8. Vecinos igual que amigos (V. Martín); Lado B: 1. Vamos ya (M. E. de Esesarte - A. E. Reyes), 2. Mi gato (R. Páramo), 3. Letras en un corazón (V. Alberti), 4. Las carabelas (M. Acosta), 5. Tropichavos (E. E. Chávez), 6. Moderna niña de rock (M. López S.), 7. No quiten el disco (M. E. de Esesarte), 8. Niña punk (E. E. Vázquez - N. Martínez)",Otros créditos en contraportada.
1216,Niños,"Primer festival de la canción inédita infantil de Culiacán, Sinaloa","Liliana, Grupo Sonrisas, Grupo Furia Junior, Grupo Iris, Grupo Amistad, Jesús Manuel Osorio, Grupo Espacial, Grupo Suszuky, Jesús Rivera, Ludy y Gaby, Martha Beatriz Sánchez",,"Grupo La Raza: Víctor (bj), Roberto (tc), Samuel (gt), Armando (bt)",LP,Polydor,LPR 16454,"Culiacán, Sinaloa",México,1983,"Lado A: 1. Vuela golondrina (Cecy), 2. Cantando nos conocemos (A. Garay A.), 3. Furia junior (Gómez / Almara / Embilia / Felix / Almaral / Cuevas), 4. Amigos de verdad (Yoli / Lupita / Gaby / Lauris / Claudia), 5. Eres un artista (J. Amado), 6. La juventud (Lunas / Salas / Sotelo / Salas); Lado B: 1. Tombochi (Ch. Ramírez), 2. Espacial (Beltrán / Vega / Beltrán / Beltrán), 3. Disco rock (Cárdenas / Lizárraga / Padilla / Palazuelos), 4. Dos luceros (Luzy), 5. Gaviota como tú (G. López R.), 6. Canta pajarillo (M. B. Sánchez B.)",Otros créditos en contraportada.
